nama_hotel,nama_pelanggan,rating,ulasan,,,
XYZ,A***A,10,"Staff hotel sangat ramah dan membantu, overall semuanya bagus. Mulai dari kamar, makanan dan pelayanan. Saran aja buat kolam renang kuat banget bau kaporitnya sama sabun shampo di kamar mandi mobon dikasih label agar tidak terrukar. Terima kasih.",,,
XYZ,Dulhadi,10,Menyenangkan. Nyaman.,,,
XYZ,Novi R.,10,"Check in dan check out aman. Cuma kemarin saat CI, Receptionist kurang memberikan penjelasan tentang letak lift, jadi di awal kami agak bingung. Lalu tidak dijelaskan juga breakfast ada di lantai berapa, sementara di lift tidak ada keterangan sebagaimana hotel-hotel lainnya. Tapi di luar itu semuanya bagus. Hotelnya cantik. Bantal dan matrass nya enak dan lembut. Semuanya bersih. Untuk makanan, banyak pilihan dan semuanya enak. Ada minuman jamu juga. Next time mau menginap di sini lagi.",,,
XYZ,N***a,9.1,"All good, hanya saat proses check in di receptionist agak lama prosesnya. Semoga bisa ditingkatkan kembali.",,,
XYZ,R***i,10,Staf nya sangat ramah dan santun. Hotel yang kid friendly banget dekat juga ke bandara Soetta.,,,
XYZ,Cecep N.,8.5,Mantap suratap hotelnya nyaman banget.,,,
XYZ,Nur N.,10,"Staf hotel ramah, kamar bersih, kamar mandi bersih, next recommended banget u nginap di sini lagi.",,,
XYZ,Petrus N. B. P.,10,"Kami menginap 24-25 Agst, extend 25-26 Agst, kamar bersih dan nyaman sbagaimana umumnya kamar kamar di hotel dprima lainnya.",,,
XYZ,Tham S. M.,10,"Saya terkesan dengan Hotel ini karena nyaman buat saya, dekat kemanapun maupun ke Keluarga sekitar Poris Indah, cuma buat saya yang sudah Langganan tidak ada Diskon nya, saya tidak tau kalo ternyata lewat Traveloka tidak dapat jatah Sarapan pada kemarin tgl 15 Agustus 2024. Dan bila mau tambah uang untuk sarapan 1 orang begitu mahal harganya. Sehingga saya memilih makan di luar.",,,
XYZ,Anonymous,10,"Selama nginep di sini bener bener fasilitasnya sangat memuaskan untuk beristirahat, meeting, dan healing. Tapi kendala dibagian hiburan/televisi kurang banyak channel yang didapat ğ???.",,,
XYZ,Via &. H.,10,"Kali ke2 menginap di sini, ga mengecewakan sama sekali. Pelayanan sampe sarapan juga bervariasi dan enak enak semua ğ?«°ğ?¼ hanya saat ngetap di lift agak susah, jadi harus pelan pelan cari posisi yang benar. Tapi selebihnya oke banget koq ğ?«°ğ?¼.",,,
XYZ,K***a,10,"Sangat recommended dan selalu nyaman, pelayanan terbaik.",,,
XYZ,Eka W.,10,Staff semua om. Sekuriti ramah dan sangat membantu.,,,
XYZ,Valentina J.,8.5,Kebersihan Hotel dan perawatan harus di jaga. Dan kebersihan toilet.,,,
XYZ,s***i,10,Sarapan enak tempat nyaman dan bersih ğ??â?º.,,,
XYZ,Senggo,9.7,"Overall semuanya berjalan dengan baik, fasilitas, kebersihan, keramahan dan lainnya, sampai tiba saat saya memesan menu makan malam yaitu Nasi Rawon, saya harus menunggu setengah jam lebih saat itu, dan sempat juga saya tegur salah satu Staff di Resto, yang barulah tidak lama kemudian diantar ke meja saya, tidak tau keterlambatan penyajian dikarenakan oleh apa, saya rasa itu yang membuat pengalaman menginap saya menjadi kurang sempurna, terima kasih.",,,
XYZ,A***s,8.4,Saya agak takut saat menginap sendiri. Karena saya mengalami kejadian kurang menyenangkan saat co.,,,
XYZ,A***l,9.4,"Petugas frontline cukup informatif. Security juga sangat ramah dan helpful. Pas minta bantuan benerin koper yang kebetulan lagi rusak, stafnya sigap membantu sampe beres. Puas pokoknya.",,,
XYZ,R***a,7,"Agak kecewa karena 1,5 jam setelah check in ac bocor, padahal baru istirahat setelah perjalanan jauh. Akhirnya pindah kamar beda jenis bed karena yang sejenis katanya full (kecewa jujur tapi daripada lama nunggu perbaikan), lumayan makan waktu dan menghabiskan waktu istirahat siang. Semoga lain kali lebih diperhatikan jika memang waktunya service (pas tanya kenapa sampek bocor jawabannya karena kamar selalu penuh).",,,
XYZ,F***a,10,Semuanyaa mantap sekali. Staff sangat mmbntu ketika ada masalah.,,,
XYZ,prasetia a.,10,"Pelayanan yang prima, dari sekuriti, resepsionis dan pegawai lainnya.",,,
XYZ,AYU S. Z. E. A.,10,"Kamar oke banget, bersih, dan nyaman, koridor full karpet ambal minusnya di dalam kamar tidak dipasang karpet ambal karena aku suka yang di kamar terpasang karpet tapi untuk yang lain tetep oke.",,,
XYZ,Taqiyyah I.,10,"Staff nya ramah, hotelnya wangi. Akses kemana-mana cukup mudah dijangkau, breakfastnya oke banget, banyak pilihan.",,,
XYZ,mitha m.,10,"Hotelnya bersih, kamarnya nyaman, staffnya juga ramahÂ². Kolam renang bersih walau rada kecil dbandingkan hotel lain. Sayang fitnes centrenya lagi banyak maintenance. Overall recommended sih.",,,
XYZ,E***g,10,"Baru pertama nginap di sini. Pelayanan, kebersihan dan menu restoran Sangat baik. Puas menginap di sini. ğ?¥°.",,,
XYZ,Agung G.,10,"Staf sangat ramah, resepsionis Mbak Erni Begitu ramah dan sangat membantu. Semoga tetap bertahan dengan segala kenyamanan nya. Saya pasti kembali jika berkunjun lagi ke kota Tangerang. Oh iya menu sarapan pagi nya luar biasa bervariasi dan enak enak puas lah.",,,
XYZ,S***n,10,Recommended untuk pelayanan selama beberapa hari kemarin pada saat menginap.,,,
XYZ,S***n,10,Selama beberapa hari kemarin overall memuaskan recommended buat nanti selanjutnya bermalam kembali.,,,
XYZ,Lenny E. S.,10,Tempat nya ok. Poko nya menyenangkan.,,,
XYZ,z***a,10,Cukup bagus dengan harga yang beda bed ğ??? diantara hotel dengan budget yang sama cuma ini yang paling oke,,,
XYZ,Senggo,10,"Semuanya sangat baik, dari mulai Security, resepsionis, Staff Restauran, Cleaning Service. Semua sudah bekerja dan melayani dengan luar biasa, terima kasih.",,,
XYZ,Taufik H.,10,Adi dan bilal fasilitas baik resepsionis sangat vaik.,,,
XYZ,Jhon L.,10,Mas bilal dan mas Lukman pelayanannya ramah dan cepat. Serta melayani dengan sepenuh hati.,,,
XYZ,S***a,10,"Sudah dua x bermlm di dprima jalan benteng di room smoking area sampai yang ke 2x y masih ok, ac dingin kamar mandi bersih tempat tidur bersih tetap los smoking. Requmend deh buat perokok.",,,
XYZ,M Sunhaji,10,Ok direkomendasikan nginap hotel dan sarapan ok di bantu dengan Mbak weni.,,,
XYZ,R***a,10,"Bedroom cukup besar, toilet ada water heater, parkir luas, kolam renang bersih, tempat gym nya juga bagus, pelayanannya memuaskan â­.",,,
XYZ,I***n,10,"Check-in cepat dengan Mbak weni, kolam renangnya bersih dan pelayan bagus sarapannya enak banyak variannya. Rekomen banget dehh.",,,
XYZ,Hartono,10,"Pelayanan bagus kamar cukup luas bersih, lokasi strategis. Check in cepat dengan Mbak Weni.",,,
XYZ,Nurmaisyah,10,Terima kasih untuk staff Sami dan Fadel sudah membantu kami early check in nya.,,,
XYZ,S***a,10,"Bet bersih, kamar mandi bersih air panas top. Ac dingin poll nyaman pelayanan ramah.",,,
XYZ,P***i,10,"Mantap, nyaman, u must to try.",,,
XYZ,Asbon M. M. S.,10,"Kamar yang sangat bersih, pelayanan yang sangat ramah dan semua sangat sangat bagus. Sangat puas menginap di sini dan sangan recommended. Sampai ketemu di lain kesempatan.",,,
XYZ,A***a,10,Staff hotel sangat ramah. Kamar bersih.,,,
XYZ,j***y,10,"Staff dan security ramah-ramah, makanan banyak variasinya saya suka sekali nginap di sini, next akan nginap lagi.",,,
XYZ,Irvan H.,10,Pelayanan bagus nyaman. Terima kasih Mbak Samiri & Scurity M. Irfan. Pelayanannya thebest.,,,
XYZ,A***e,10,Staff ramah dan hotel sangat nyaman.,,,
XYZ,W***i,10,Nyaman bersih varisi menu sarapannya juga banyak.,,,
XYZ,Y***i,10,Pokok nya oke dan harga juga terjangkau dengan fasilitas dan ukuran kamar.,,,
XYZ,W***u,8.5,"Maaf ya tidak bermaksud cerita yang aneh aneh, hal inipun sudah saya sampaikan kepada pihak dprima hotel kepada petugas kejadian pada Sabtu malam tgl 22 juni, saya check in sekitar mendekati jam 7 dapat kamar di lantai 10, lalu keluar lagi jam 9 malam untuk cari makan, ketika menekan tombol lift untuk turun kebasement, maka lift bergerak dari lantai bawah Lobi menuju lantai 10, ketika pintu lift terbuka kami kaget ternyata ada seorang laki laki dewasa dan seorang anak kecil menghadap kekaca membelakangi pintu lift dengan pandangan yang tajam menatap kesaya, istri dan anak, saya berpikir mereka tinggal di lantai 10 juga, akan keluar dari lift mungkin ada yang tertinggal barang atau baru sampe, ternyata tidak, mereka tidak keluar dari lift, selama dilift bersama tegang sekali dan merasa lama, saya dan istri gak berani melihat atau menatap mereka, bahkan saya dan istri gak berani untuk bicara, kami pikir mereka akan keluar di lobi, ternyata tidak, mereka sama turun dengan kami sampe ke basement parkir mobil, tapi setelah kami keluar dari lift, mereka berdua juga tidak keluar dari lift, ya kami berharap hal yang positif saja, mungkin mereka tamu hotel juga.",,,
XYZ,M***I,10,"Baru pulang dari hotel ini. Secara keseluruhan lumayan lah dengan harga yang diberikan. Kolam renang tidak terlalu luas & lokasinya ada di bagian luar hotel. Tapi baru kali ini saya rasakan, mau ambil handuk untuk berenang adanya di resepsionis & setelah dipakai dikembalikan lagi ke resepsionis. Banyak tamu mau check in tapi agak terganggu dengan yang bolak-balik ambil handuk. Untuk menu sarapan pagi lumayan banyak pilihan, untuk rasa standar aja. Staf nya ada yang ramah & aja juga yang susah senyum.",,,
XYZ,d***a,10,"Dibantu oleh staff Mbak Devira, sangat ramah dan membantu, terima kasih, makanan enak tersedia dari jam 6, ke bandara lewat tol dekat tidak sampai 15 menit, saran semoga ke depan bisa ditambah fasilitas atar jemput bandara ya, terima kasih.",,,
XYZ,Alvin G.,10,"Staff menanyakan kendala dan apa yang perlu diperbaiki jika ada, its a good manner, tks Mrs. Zafira & Mr. Bilal.",,,
XYZ,R***n,8.7,"Overall hotelnya bagus dan nyaman, hanya saja saat saya menginap dispenser sabunnya bocor sehingga sabunnya tumpah di area kamar mandi. Tapi setelah lapor langsung diganti walaupun orang yang ganti jadi agak mencurigai seolah-seolah saya sengaja menumpahkan sabunya. Kejadian itu terulang 2 kali dan diganti lagi dengan perlakuan yang sama. Ternyata setelah 2 kali digantipun tetep masih bocor, ah udah males lapor lagi, ya udah saya biarkan saja, ditampung pake gelas buat sikat gigi.",,,
XYZ,G***a,9.4,Nyaman sekali menginap di sini. Very recommended.,,,
XYZ,m***i,10,Wajib banget nginep kesini lagi. Minus nya kolam nya tidak terlalu bsr. Pelayanan juara. Enak enak enak. Good.,,,
XYZ,Febri H.,10,"Makanan enak, staffnya ramah dan suasana kamarnya mantep",,,
XYZ,B***g,10,Sangat nyaman dan aman untuk staycation ditangerang.,,,
XYZ,anggita p.,10,Pelayanan ramah ğ?? kamar luas n bersih. Kalau mau jajan tggl kebawah ada subway. Enak juga deket indo & alfamart. Untuk menu makanan minumam standar,,,
XYZ,Wahyu S.,8.5,"Breakfast lumayan lengkap pilihannya â?¦. Pelayanan prima, kamar mandi bersih hal simpel yaitu bantal d kasih double ada 4 pcs. Recommended sih.",,,
XYZ,J***e,8.8,"Nginap di sini sudah beberapa kali, sangat nyaman untuk istirahat, kamar juga bersih. Akses juga dekat dengan stasiun.",,,
XYZ,Y***n,8.5,Jika ke Tangerang akan menginap di sini kembali. Terima kasih atas pelayanan nya.,,,
XYZ,Y***n,8.5,Secara keseluruhan oke. Selama menginap 2 malam saya dipinjami alat sholat karena kebetulan alat sholat tidak terbawa. Yang paling disukai anak saya adalah view dari kamar bagus.,,,
XYZ,V***y,10,"Staff friendly, fast check in. Recommended. Hanya saja lantai kamar mandi butuh anti slip supaya tidak licin. Kamar luas dan nyaman. Selalu dipertahankan kebersihan dan kenyamanan. Highly recommended. Sarapan juga banyak variasi makanan.",,,
XYZ,T***y,10,Bagus untuk menginap di sekitar poris.,,,
XYZ,v***i,10,Kamar bersih. Resepsionis a. N Lukman ramah dan sangat membantu.,,,
XYZ,M***i,10,Fasr check in oleh mas bilal. Good job.,,,
XYZ,Wina M.,10,Great hotel for family. Ini kali ke 3 saya menginap. Dan selalu berkesan.,,,
XYZ,O***e,10,"Staf hotel yang sangat ramah, sarapan paginya sangat bervariasi.",,,
XYZ,Teddi L.,10,Pelayanan memuaskan dari mas lukman sangat tanggap terima kasih dprima hotel.,,,
XYZ,M***n,10,"Harga bersahabat dengan hotel yang bagus, bersih dan nyaman, staf hotel ramah, wifi lancar, semua fasilitas kamar oke banget berfungsi dengan baik. Untuk sarapan banyak pilihan menu. Pokoknya prima dech ğ??.",,,
XYZ,Irvan H.,10,Pelayanannya nyamaan resepsionis ramah terima kasih Mbak samiri & devira dan staff lainnya.,,,
XYZ,A***d,10,Staff hotel sangat ramah dan pelayanan check in serta check out nya cepat sekali. Terima kasih Mbak weni dan 1 lagi saya gak inget nama nya. Hehehe lain kali bisa ngajak keluarga kesini lagi.,,,
XYZ,Irza Y.,10,Bisa fast check-in dengan staff mas bilal.,,,
XYZ,Yuli S.,10,"Puas banget, aku suka bantal nya banyak, selimut nya adem bersih handuk bersih semua bagus lah.",,,
XYZ,agus s.,10,Bagus buat keluarga. Dan jaga kebersihan lingkungan dan fasilitas lainnya.,,,
XYZ,E***a,10,"Nyaman sekali menginap di sini, kamar bersih, breakfast lumayan bervariasi.",,,
XYZ,Irvan H.,10,Staff hotel Mbak devira & Samiri baik dan lembut.,,,
XYZ,H***n,10,Pelayanannya ramah dan tempatnya nyaman.,,,
XYZ,G***e,5.6,"Kamar bau rokok, untungnya pihak hotel akhirnya membantu dengan memasang alat penyegar di luar kamar. Namun tidak banyak membantu, karena AC central, jadi ya pasrah.",,,
XYZ,Andrianus P.,10,Check in cepat dan sangat informatif. Tks untuk M. Bilal.,,,
XYZ,S***i,10,"Bagus dan ok hotelnya, staffnya ramah aplagi Mbak deviranya. Overall worth it.",,,
XYZ,Y***a,10,"Staffnya ramah-ramah, untuk perjalanan bisnis dan liburan keluarga sangat recommended. Terima kasih.",,,
XYZ,N***i,8.5,"Hotel beraih dan nyaman, lokasi strategis, staf ramah.",,,
XYZ,Wina M.,9.4,Pengalaman menyenangkan menginap di sini. Saya dan keluarga puas dan akan kembali menginap di hotel ini.,,,
XYZ,I***m,10,Staff yang namanya sami ramah memberikan pelayanan prima banget.,,,
XYZ,B***y,9.4,"Hotel paling nyaman, fasilitas keren. Mantaps.",,,
XYZ,Senggo,10,"Semua baik, hanya kamar harus diminta untuk dibersihkan, tidak langsung dibersihkan setiap hari, sebaiknya ini bisa menjadi SOP prioritas untuk pembenahan kamar setiap harinya.",,,
XYZ,A***i,10,Pelayanannya sudah baik makanannya enak pe.,,,
XYZ,M***g,6.6,"Kamarnya untuk sekelas bintang 4 kurang banget kursi dikasih satu doang dalam kamar, meja kamar pada berdebu, masa kalah sama hotel bintang 3, ac sempet bocor langsung di benerin maintenance tapi membersihkan sisa kebocorannya lama baru dibersiin sampe saya agak lamain sarapannya tapi gak dibersi-dibersiin juga, handuk lembab dach males komplen, untuk makanan juga kurang bervariasi menunya, dulu pernah nginep di sini buah-buahannya bervariasi kue2nya juga sama bervariasi tapi nginep terakhir kemarin variasi menunya berkurang.",,,
XYZ,L***a,10,Sudah 2 x kesini alhamdulillah menyenangkan.,,,
XYZ,K***n,10,"Bestt bngett nginep di sini, kamar bersih staff ramah, breakfast nya enak dan beragam.",,,
XYZ,I***n,10,Overall semuanya bagus dan nyaman. Terima kasih Mbak Savira and team.,,,
XYZ,Disa D. O.,10,"Semua staf nya sangat membantu mulai dari security, proses check in dan check out nya lancar di bantu oleh Mbak Devira. Terima kasih.",,,
XYZ,H***I,10,Pelayanan yang baik. Recepsionis nya baik a/n weni.,,,
XYZ,Irvan H.,10,Pelayanannya baik buat resepsionisnya ramah makasih ka devira.,,,
XYZ,Stephen W.,10,Pelayanan mantap check-in cepat terima kasih Mbak Weni dan Mbak devira.,,,
XYZ,Hanna W.,10,"Semua bagus dan pelayanan sangat membantu, pastinya ramah ya. Strategis dan banyak makanan enak ğ???.",,,
XYZ,Hanna W.,10,Semuanya oke. Pelayanan bagus dan ramah. Thx to Mbak Devira Cahya sudah membantu.,,,
XYZ,R***n,10,"Perfectğ??¯. Makanan enak, banyak, lengkap. Pelayanan ramah. Ruangan bersih dan wangi. Fasilitas bagus dari mulai wifi yang cepat, kolam renang terawat, kamar salinnya pun bersih.",,,
XYZ,G***n,8.5,"Pesan smoking room, tapi udah sampai hotel kamar nya full ğ?¤¦.",,,
XYZ,Y***a,10,Secara keseluruhan oke. Makanan nya bervariasi dan enak. Saya dan keluarga akan kembali menginap di sini. Staff ramah-ramah.,,,
XYZ,Irvan H.,10,Pelayanannya ramah sekali. Ruangannya dapet free upgrade ke suite terima kasih dprima hotel ğ?©·.,,,
XYZ,R***h,10,Terima kasih untuk pelayanan terbaik nya ya Mbak weni. ğ???.,,,
XYZ,Kartika R. P.,10,"Check in nya super cepat dibantu oleh Mas Adi, dapat free upgrade ke kamar tipe suit. Pemandangan dari kamar bagus dan dapat 2 jendela besar, kamar mandi bersih dan luas. Terimakasiih",,,
XYZ,Mohammad F. A.,10,Pelayanan sangat baik. Sfaf sangat ramah. Recommended buat staycation bersama keluarga. Anak-anak sangat senang ketika menginap di sini. Variasi menu sarapan nya juga banyak dan rasanya enak.,,,
XYZ,s***a,10,"Resepsionisnya ramah kak weny, kamarnya bersih fasilitas lengkap.",,,
XYZ,G***n,10,"Hotel nyaman dan bersih, gak menyesal deh stayvacation di sini.",,,
XYZ,I***a,10,"Hotel ya nyaman, dekat dengan tol. Wangi, bersih.",,,
XYZ,achmad s.,10,"Sangat rekomendasi, staff sangat ramah dan sangat membantu. Pelayanan cepat. Kamar bersih.",,,
XYZ,D***i,8,Kebersihan Kamar dan Kamar mandi perlu ditingkatkan. Dinding Kamar mandi jamur menguning cenderung orange jika kita jeli. 1 staff HK membersihkan kamar sd 30 rooms. Sudah keliatan kualitasnya.,,,
XYZ,I***I,10,"Super recommended. Namun pas nginep di sini kebetulan ada acara gitu di sekitar lobby dan ributnya bukan main. Selain itu, super mantap hotelnya. Terima kasih.",,,
XYZ,Yuana D. P.,10,"Fast check in dengan mas Bilal terima kasih, room bersih dan wangi.",,,
XYZ,Ardy T.,10,"Pokoknya nyaman, semua nya. Good.",,,
XYZ,Samsul k.,9.4,Tempat yang nyaman makan yang enak.,,,
XYZ,N***N,9.4,Nyaman dan pelayanan yang ramah.,,,
XYZ,e***a,8.5,"Staf hotel di front office cukup membantu dan proses cek in lumayan cepat tidak terlalu lama menunggu, cuma kaget aja ternyata kamar type executive dengan harga yang lebih mahal ternyata sama saja dengan kamar type deluxe padahal lumayan selisih harga nya, lalu buat apa dibedakan type yaa kalo fasilitas nya sama?",,,
XYZ,R***i,9.4,"Worth ih harga segitu dengan fasilitas yang menurut saya oke, kamar luas, bersih, ac dingin, cuma kemarin minta bed yang 1 bed tapi dikasih nya yang twin karena sudah full, untuk kulkasnya tidak dingin dan channel tvnya masih kurang update sih, selebihnya oke sihh bagus. Mini market dan makanan dekat dengan hotel, overall bagus, thanks.",,,
XYZ,I***a,9.4,"2 Hari staycation dadakan dan asal pilih hotel terdekat dari rumah. Sebenrnya tau hotel ini udah lama dulu th 2014 masih jadi nama allium dan belom coba nginep and pas nginep wawa betah syekali kamar bersih, AC dingin, makanan bervariasi hanya saja kurang dikit, coba dibuat playground untuk anak pasti lebih happy lagi anak-anak ada activity'nya.",,,
XYZ,J***a,10,"Nyaman. View kamar bagus, staff ramah, lokasi dekat pusat kota.",,,
XYZ,A***y,10,Rekomen banget. Kecepatan pelayanannya bagus banget.,,,
